Date,Open,High,Low,Close,Adj Close,Volume
2021-04-08,31.750000,32.500000,31.600000,32.500000,29.293621,26355997
2021-04-09,32.700001,32.799999,31.850000,32.099998,28.933081,23877241
2021-04-12,32.250000,32.599998,31.950001,32.549999,29.338686,21214730
2021-04-13,32.799999,33.799999,31.500000,31.700001,28.572548,39884730
2021-04-14,31.750000,32.900002,31.100000,32.500000,29.293621,44422770
2021-04-15,32.500000,33.349998,32.349998,33.000000,29.744291,33035882
2021-04-16,33.299999,34.250000,33.000000,34.150002,30.780836,51572632
2021-04-19,34.849998,35.799999,34.250000,34.450001,31.051239,53334121
2021-04-20,34.599998,35.750000,34.049999,35.000000,31.546976,46651078
2021-04-21,35.000000,35.799999,34.950001,35.349998,31.862444,28174657
2021-04-22,35.799999,35.849998,33.599998,34.200001,30.825903,46020208
2021-04-23,34.200001,34.700001,33.799999,34.500000,31.096304,22524480
2021-04-26,34.900002,35.000000,34.349998,34.500000,31.096304,15739776
